geh.	go.
schon, dass sie zustimmen!	i'm glad you approve.
ich bin froh, dass du es magst.	i'm glad you like it.
ich bin froh, dass sie es geschafft haben.	i'm glad you made it.
ich freue mich, dass sie das bemerkt haben.	i'm glad you noticed.
ich freue mich, dass ihr das bemerkt habt.	i'm glad you noticed.
ich freue mich, dass du das bemerkt hast.	i'm glad you noticed.
ich freue mich, dass du wieder da bist!	i'm glad you're back.
ich freue mich, dass du dich freust.	i'm glad you're glad.
ich freue mich, dass ihr euch freut.	i'm glad you're glad.
ich freue mich, dass sie sich freuen.	i'm glad you're glad.
ich bin froh, dass du hier bist.	i'm glad you're here.
ich bin froh, dass ihr hier seid.	i'm glad you're here.
ich bin froh, dass sie hier sind.	i'm glad you're here.
ich bin froh, dass du in sicherheit bist.	i'm glad you're safe.
ich bin froh, dass sie in sicherheit sind.	i'm glad you're safe.
ich bin froh, dass ihr in sicherheit seid.	i'm glad you're safe.
ich gehe spazieren.	i'm going for a walk.
mir wird es gut gehen.	i'm going to be fine.
ich werde zu spat kommen.	i'm going to be late.
ich gehe jetzt ins bett.	i'm going to bed now.
ich werde das tun.	i'm going to do that.
ich werde dich kriegen.	i'm going to get you.
ich werde dich holen.	i'm going to get you.
ich werde nach hause gehen.	i'm going to go home.
ich werde es schaffen.	i'm going to make it.
ich werde tom treffen.	i'm going to see tom.
ich werde tom sehen.	i'm going to see tom.
ich gehe ins fitnessstudio.	i'm going to the gym.
ich bin ganz gut in japanisch.	i'm good at japanese.
ich kann gut japanisch.	i'm good at japanese.
ich kann gut jonglieren.	i'm good at juggling.
ich kann gut mit leuten umgehen.	i'm good with people.
ich bin glucklicher als du.	i'm happier than you.
ich bin glucklich daruber.	i'm happy about that.
ich freue mich daruber.	i'm happy about that.
ich freue mich daruber.	i'm happy about this.
ich bin glucklich hier zu sein.	i'm happy to be here.
ich freue mich, das zu horen.	i'm happy to hear it.
ich freue mich, dich zu sehen.	i'm happy to see you.
ich bin glucklich, wo ich bin.	i'm happy where i am.
ich bin fast nie zu hause.	i'm hardly ever home.
ich bin schwerer als du.	i'm heavier than you.
ich bin als freund hier.	i'm here as a friend.
ich bin fur eine nacht hier.	i'm here for a night.
ich bin geschaftlich hier.	i'm here on business.
ich bin hier, um spaß zu haben.	i'm here to have fun.
ich bin hier, um tom zu helfen.	i'm here to help tom.
ich bin hier, um dich zu retten.	i'm here to save you.
ich mache mich vom acker.	i'm hitting the road.
ich mache mich auf den weg.	i'm hitting the road.
ich bin jetzt in australien.	i'm in australia now.
ich habe es heute eilig.	i'm in a hurry today.
ich bin in tom verliebt.	i'm in love with tom.
ich bin nun mal in tom verliebt.	i'm in love with tom.
ich bin verliebt in sie.	i'm in love with her.
ich bin in dich verliebt.	i'm in love with you.
ich bin in demselben boot.	i'm in the same boat.
ich bin unwahrscheinlich mude.	i'm incredibly tired.
ich bin ultramude.	i'm incredibly tired.
ich bugele mein kleid.	i'm ironing my dress.
ich bin gerade beim reinemachen.	i'm just cleaning up.
ich vergewissere mich nur.	i'm just making sure.
ich sehe gerade fern.	i'm just watching tv.
ich lerne englisch.	i'm learning english.
ich verlasse die stadt.	i'm leaving the city.
ich hore dir zu.	i'm listening to you.
ich sehe mich nach etwas essbarem um.	i'm looking for food.
ich suche arbeit.	i'm looking for work.
ich gehe nie mehr zuruck.	i'm never going back.
ich bin neu in diesem team.	i'm new to this team.
ich bin nicht mehr hungrig.	i'm no longer hungry.
ich bin nicht mehr schlafrig.	i'm no longer sleepy.
normalerweise bin ich punktlich.	i'm normally on time.
ich bin nicht toms vater.	i'm not tom's father.
ich bin nicht toms mutter.	i'm not tom's mother.
ich bin kein vegetarier.	i'm not a vegetarian.
ich kann nicht schwimmen.	i'm not able to swim.
ich habe nicht immer recht.	i'm not always right.
ich bin nicht bose auf dich.	i'm not angry at you.
ich bin nicht bose auf sie.	i'm not angry at you.
ich bin nicht bose auf euch.	i'm not angry at you.
ich bin uberhaupt nicht mude.	i'm not at all tired.
ich bin kein bisschen mude.	i'm not at all tired.
ich bin gar nicht mude.	i'm not at all tired.
das streite ich nicht ab.	i'm not denying that.
ich bin mir nicht ganz sicher.	i'm not exactly sure.
ich fuhle mich nicht gut.	i'm not feeling well.
ich verstehe das nicht.	i'm not getting this.
ich gehe jedenfalls nicht.	i'm not going anyway.
ich werde nicht sterben.	i'm not going to die.
ich bin nicht gut in mathe.	i'm not good at math.
ich bin nicht gut darin.	i'm not good at that.
ich bin nicht gut darin.	i'm not good at this.
ich bin nicht gutaussehend.	i'm not good-looking.
ich bin nicht fur dich da.	i'm not here for you.
ich ignoriere dich nicht.	i'm not ignoring you.
ich ignoriere sie nicht.	i'm not ignoring you.
ich ignoriere euch nicht.	i'm not ignoring you.
ich habe es uberhaupt nicht eilig.	i'm not in any hurry.
ich gehe hier nicht weg.	i'm not leaving here.
das hab ich mir nicht einfach so ausgedacht.	i'm not making it up.
ich schlafe jetzt nicht.	i'm not sleeping now.
ich bin nicht so uberzeugt.	i'm not so convinced.
ich werde dich nicht davon abhalten.	i'm not stopping you.
ich halte dich nicht auf.	i'm not stopping you.
ich bin uberhaupt nicht mude.	i'm not tired at all.
ich bin kein bisschen mude.	i'm not tired at all.
ich bin gar nicht mude.	i'm not tired at all.
das bin ich nicht gewohnt.	i'm not used to this.
ich bin nicht daran gewohnt.	i'm not used to this.
das ziehe ich nicht an!	i'm not wearing that.
das ziehe ich nicht an!	i'm not wearing this.
ich bin nicht dein bruder.	i'm not your brother.
ich bin nicht dein lehrer.	i'm not your teacher.
ich bin nicht euer lehrer.	i'm not your teacher.
ich bin nicht ihr lehrer.	i'm not your teacher.
ich bin kein bisschen wie du.	i'm nothing like you.
ich bin jetzt in australien.	i'm now in australia.
ich bin oft in schwierigkeiten.	i'm often in trouble.
ich passe auf.	i'm paying attention.
ich bin ganz normal.	i'm perfectly normal.
ich habe vor zu kommen.	i'm planning to come.
ich werde eine anzeige erstatten.	i'm pressing charges.
ich bin stolz auf euch alle.	i'm proud of you all.
ich bin stolz auf sie alle.	i'm proud of you all.
ich ziehe den stecker.	i'm pulling the plug.
ich bin schneller als du.	i'm quicker than you.
ich bin mir ganz sicher.	i'm quite sure of it.
ich bin ziemlich beeindruckt.	i'm rather impressed.
jetzt bin ich total kaputt.	i'm really tired now.
ich bin wirklich sehr beschaftigt.	i'm really very busy.
ich bin direkt hinter tom.	i'm right behind tom.
ich bin gleich hinter dir.	i'm right behind you.
ich bin direkt neben dir.	i'm right beside you.
ich bin kleiner als du.	i'm shorter than you.
ich bin kleiner als ihr.	i'm shorter than you.
ich bin kleiner als sie.	i'm shorter than you.
ich bin schlauer als du.	i'm smarter than you.
es tut mir leid, ich kann nicht gehen.	i'm sorry i can't go.
entschuldige, dass ich dich geweckt habe!	i'm sorry i woke you.
entschuldigt, dass ich euch geweckt habe!	i'm sorry i woke you.
entschuldigen sie, dass ich sie geweckt habe!	i'm sorry i woke you.
das tut mir leid.	i'm sorry about that.
das tut mir leid.	i'm sorry about this.
es tut mir leid, dass ich zu spat komme.	i'm sorry to be late.
ich bin noch anfanger.	i'm still a beginner.
ich bin noch immer mit tom zusammen.	i'm still dating tom.
ich gehe noch immer mit tom.	i'm still dating tom.
ich habe immer noch keinen hunger.	i'm still not hungry.
ich stecke im schlamm fest.	i'm stuck in the mud.
ich studiere englisch.	i'm studying english.
ich komme bestimmt zurecht.	i'm sure i'll manage.
es geht tom bestimmt gut.	i'm sure tom is fine.
ich bin mir sicher, dass das stimmt.	i'm sure that's true.
ich bin sicher, dass sie gewinnen.	i'm sure they'll win.
ich bin mir sicher, dass sie gewinnen werden.	i'm sure they'll win.
ich bin sicher, dass sie siegen werden.	i'm sure they'll win.
ich bin von dir verblufft.	i'm surprised at you.
ich bin selbst uberrascht.	i'm surprised myself.
ich bringe es tom.	i'm taking it to tom.
ich bin derjenige, den du willst.	i'm the one you want.
ich bin dreißig.	i'm thirty years old.
ich bin dreißig jahre alt.	i'm thirty years old.
ich bin fertig mit dir.	i'm through with you.
ich bin es mude, zu streiten.	i'm tired of arguing.
ich bin des lesens mude.	i'm tired of reading.
ich habe keine lust mehr zu warten.	i'm tired of waiting.
ich habe genug vom schreiben.	i'm tired of writing.
ich habe das schreiben satt.	i'm tired of writing.
ich bin des schreibens mude.	i'm tired of writing.
ich bin zu alt dafur.	i'm too old for that.
ich bin zu alt dafur.	i'm too old for this.
dafur bin ich zu alt.	i'm too old for this.
ich bin zu mude zum laufen.	i'm too tired to run.
ich bin zu mude, um zu laufen.	i'm too tired to run.
ich bin vollig verwirrt.	i'm totally confused.
ich gebe mir sehr viel muhe.	i'm trying very hard.
ich befinde mich in quarantane.	i'm under quarantine.
ich werde hier nicht gebraucht.	i'm unnecessary here.
das ist mir sehr peinlich.	i'm very embarrassed.
ich habe dich sehr lieb.	i'm very fond of you.
ich bin darauf sehr stolz.	i'm very proud of it.
ich bin sehr, sehr glucklich.	i'm very, very happy.
ich gehe mit ihr.	i'm walking with her.
ich gucke einen film.	i'm watching a movie.
ich schreibe einen brief.	i'm writing a letter.
ich schreibe uber uns.	i'm writing about us.
ich bin junger als tom.	i'm younger than tom.
ich bin dein bester freund.	i'm your best friend.
ich bin deine beste freundin.	i'm your best friend.
ich habe schon nein gesagt.	i've already said no.
ich war schon immer dick.	i've always been fat.
ich habe es immer gewusst.	i've always known it.
ich habe alle gefragt.	i've asked everybody.
ich war mit tom zusammen.	i've been dating tom.
ich bin mit tom gegangen.	i've been dating tom.
ich habe geubt.	i've been practicing.
ich bin vorgeladen worden.	i've been subpoenaed.
ich habe es mir anders uberlegt.	i've changed my mind.
ich habe einen zahn abgebrochen.	i've chipped a tooth.
ich habe es weit gebracht.	i've come a long way.
ich bin gekommen, um dich zu holen.	i've come to get you.
ich bin gekommen, um dich zu sehen.	i've come to see you.
ich war mit einem verruckten zusammen.	i've dated a lunatic.
ich habe beschlossen zu warten.	i've decided to wait.
ich habe die app geloscht.	i've deleted the app.
ich habe gute arbeit geleistet.	i've done a good job.
ich habe etwas gefunden.	i've found something.
ich habe tom aufgegeben.	i've given up on tom.
ich habe dich aufgegeben.	i've given up on you.
ich habe einen platten.	i've got a flat tire.
ich habe eine gute idee.	i've got a good idea.
ich habe viel zu tun.	i've got a lot to do.
ich habe einen herzschrittmacher.	i've got a pacemaker.
ich habe zahnschmerzen.	i've got a toothache.
ich muss tom anrufen.	i've got to call tom.
ich muss tom finden.	i've got to find tom.
ich muss tom helfen.	i've got to help tom.
ich muss dem tom helfen.	i've got to help tom.
ich muss tom warnen.	i've got to warn tom.
ich habe, was ich brauche.	i've got what i need.
ich habe, was ich benotige.	i've got what i need.
ich habe eine geschaftige woche hinter mir.	i've had a busy week.
ich habe einen lausigen tag hinter mir.	i've had a lousy day.
ich habe genug von tom!	i've had it with tom.
ich habe so viel gelernt.	i've learned so much.
ich habe kochen gelernt.	i've learned to cook.
ich habe in boston gelebt.	i've lived in boston.
ich habe meinen autoschlussel verloren.	i've lost my car key.
ich habe meine wurde verloren.	i've lost my dignity.
ich habe meine fullung verloren.	i've lost my filling.
ich habe meine freunde verloren.	i've lost my friends.
ich habe meine brille verloren.	i've lost my glasses.
ich habe eine entscheidung getroffen.	i've made a decision.
ich habe einen entschluss gefasst.	i've made a decision.
ich habe mich entschieden.	i've made up my mind.
ich habe meine schlussel verlegt.	i've mislaid my keys.
ich habe meinen zug verpasst.	i've missed my train.
ich habe dich auch vermisst!	i've missed you, too.
ich bin nach boston gezogen.	i've moved to boston.
ich habe tom nie gemocht.	i've never liked tom.
tom hat mir nie gefallen.	i've never liked tom.
ich habe die hoffnung nie verloren.	i've never lost hope.
ich habe dich niemals geliebt.	i've never loved you.
das habe ich noch nie gesehen.	i've never seen that.
ich habe sie nie gesehen.	i've never seen them.
ich habe nichts zu geben.	i've nothing to give.
ich habe gerade erst angefangen.	i've only just begun.
ich habe toms testament gelesen.	i've read tom's will.
ich habe beide bucher gelesen.	i've read both books.
ich habe den bericht gelesen.	i've read the report.
ich habe keine milch mehr.	i've run out of milk.
ich habe daran gedacht.	i've thought of that.
ich habe mein geld verschwendet.	i've wasted my money.
ich habe den ersten preis gewonnen.	i've won first prize!
ich bin auch lehrer.	i, too, am a teacher.
eis schmilzt in der sonne.	ice melts in the sun.
island ist eine insel.	iceland is an island.
wenn tom geht, dann gehe ich nicht.	if tom goes, i won't.
wenn er das nur gewusst hatte!	if only he had known!
argerlich, nicht wahr?	irritating, isn't it?
ist boston eine große stadt?	is boston a big city?
ist maria toms mutter?	is mary tom's mother?
ist tom ein guter mensch?	is tom a good person?
ist tom ein augenzeuge?	is tom an eyewitness?
ist tom jetzt in der schule?	is tom at school now?
ist tom bei dir?	is tom at your place?
ist tom bei ihnen?	is tom at your place?
ist tom bei euch?	is tom at your place?
ist tom jetzt verfugbar?	is tom available now?
steht tom jetzt zur verfugung?	is tom available now?
kommt tom ins gefangnis?	is tom going to jail?
wird tom leben?	is tom going to live?
wird tom am leben bleiben?	is tom going to live?
ist tom jetzt in boston?	is tom in boston now?
ist tom im garten?	is tom in the garden?
ist tom in deinem kurs?	is tom in your class?
schaut tom mich an?	is tom looking at me?
betrachtet tom mich?	is tom looking at me?
ist tom auch mit dabei?	is tom on board, too?
ist tom der richtige fur dich?	is tom right for you?
spielt tom noch?	is tom still playing?
ist tom noch am spielen?	is tom still playing?
singt tom immer noch?	is tom still singing?
arbeitet tom heute?	is tom working today?
geht da noch jemand fort?	is anyone else going?
geht noch jemand?	is anyone else going?
ist jetzt alles in ordnung?	is everything ok now?
ist alles gepackt?	is everything packed?
ist flug 23 punktlich?	is flight 23 on time?
ist es heiß dort druben?	is it hot over there?
ist es geld, was du willst?	is it money you want?
bin ich mit bezahlen an der reihe?	is it my turn to pay?
ist es sonntags geoffnet?	is it open on sunday?
ist es das risiko wert?	is it worth the risk?
ist meine antwort richtig?	is my answer correct?
ist meine antwort korrekt?	is my answer correct?
ist sie taxifahrerin?	is she a taxi driver?
ist das toms vater?	is that tom's father?
ist das ein kompliment?	is that a compliment?
ist das ein gestandnis?	is that a confession?
ist das etwas gutes?	is that a good thing?
ist das alles, was du hast?	is that all you have?
ist das alles, was du willst?	is that all you want?
ist das alles, was ihr wollt?	is that all you want?
ist das alles, was sie wollen?	is that all you want?
stimmt diese antwort?	is that answer right?
ist das jetzt moglich?	is that possible now?
ist das, wo tom ist?	is that where tom is?
bin ich deshalb hier?	is that why i'm here?
bist du deshalb gekommen?	is that why you came?
ist das dein schlafzimmer?	is that your bedroom?
ist das dein fahrrad?	is that your bicycle?
ist das ihr bruder?	is that your brother?
ist das ihr mann?	is that your husband?
geht es der katze gut?	is the cat all right?
ist die limonade gut?	is the lemonade good?
klingelt das telefon?	is the phone ringing?
ist das der fehler des regens?	is the rain to blame?
gibt es einen stundenplan?	is there a timetable?
gibt es eine heilmethode?	is there a treatment?
gibt es einen aufzug?	is there an elevator?
gibt es ketchup?	is there any ketchup?
ist noch jemand da?	is there anyone else?
ist jemand hier?	is there anyone here?
ist das hier toms buro?	is this tom's office?
ist das ein kompliment?	is this a compliment?
ist das rindfleisch oder schweinefleisch?	is this beef or pork?
ist das rind oder schwein?	is this beef or pork?
ist das koffeinfreier kaffee?	is this decaf coffee?
ist dieser diamant echt?	is this diamond real?
reicht das geld?	is this enough money?
ist das gutes englisch?	is this good english?
so funktioniert das also?	is this how it works?
ist das dein bleistift?	is this pencil yours?
das das wirklich honig?	is this really honey?
ist dies dein fahrrad?	is this your bicycle?
ist das hier ihr fahrrad?	is this your bicycle?
ist das ihr fahrrad?	is this your bicycle?
ist das dein fahrrad?	is this your bicycle?
ist das deine meinung?	is this your opinion?
ist das ein bild von dir?	is this your picture?
ist morgen samstag?	is tomorrow saturday?
ist morgen sonnabend?	is tomorrow saturday?
ist deine frau zu hause?	is your wife at home?
ist tom nicht mutig?	isn't tom courageous?
ist das nicht ein bisschen klein?	isn't it a bit small?
ist das nicht zum aus-der-haut fahren?	isn't it infuriating?
ist es nicht schon, das leben?	isn't life beautiful?
ist das leben nicht schon?	isn't life beautiful?
sie ist doch eine wucht, oder?	isn't she a knockout?
ist das nicht toms auto?	isn't that tom's car?
ist das nicht toms hut?	isn't that tom's hat?
ist das nicht gefahrlich?	isn't that dangerous?
ist das nicht eine gute nachricht?	isn't that good news?
ist das nicht wichtig?	isn't that important?
ist das nicht die wahrheit?	isn't that the truth?
ist das nicht toms auto?	isn't this tom's car?
es betrifft uns alle.	it affects all of us.
es begann zu nieseln.	it began to sprinkle.
es begann zu tropfeln.	it began to sprinkle.
das gehort jetzt mir.	it belongs to me now.
das kann leicht passieren.	it can easily happen.
das kann leicht passieren.	it can happen easily.
es kann nicht so schlecht sein.	it can't be that bad.
es hat tom das leben gekostet.	it cost tom his life.
es konnte uberall sein.	it could be anywhere.
es sieht nicht gut aus.	it doesn't look good.
es ist ein schones gefuhl zu siegen.	it feels good to win.
es geht mir auf die nerven.	it gets on my nerves.
das geht mir auf die nerven.	it gets on my nerves.
es leuchtet im dunkeln.	it glows in the dark.
es passierte plotzlich.	it happened suddenly.
es ging zu schnell.	it happened too fast.
es wiederholt sich zu oft.	it happens too often.
es ist mit meinem namen gekennzeichnet.	it has my name on it.
das ist eine kindische handlung.	it is a childish act.
es ist schon 11 uhr.	it is already eleven.
es regnet kaum.	it is hardly raining.
es regnet fast uberhaupt nicht.	it is hardly raining.
er ist in der kuche.	it is in the kitchen.
sie ist in der kuche.	it is in the kitchen.
es befindet sich in der kuche.	it is in the kitchen.
es ist sehr wertvoll.	it is of great value.
es ist aus der mode.	it is out of fashion.
es ist sehr teuer.	it is very expensive.
heute ist es sehr heiß.	it is very hot today.
es ist sehr heiß heute.	it is very hot today.
tom tragt keine schuld daran.	it isn't tom's fault.
es ist nicht tief genug.	it isn't deep enough.
das ist nicht so einfach.	it isn't that simple.
es steht dir gut.	it looks good on you.
es scheint draußen heiß zu sein.	it looks hot outside.
es sieht aus wie eine ente.	it looks like a duck.
das sieht wie ein ei aus.	it looks like an egg.
das sieht richtig gut aus.	it looks really good.
es hat mich sehr reich gemacht.	it made me very rich.
es brachte menschen zum lachen.	it made people smile.
das macht mich traurig.	it makes me feel sad.
das macht mich so wutend!	it makes me so angry.
es macht mich so wutend.	it makes me so angry.
morgen konnte es regen geben.	it may rain tomorrow.
es konnte morgen regnen.	it may rain tomorrow.
es hat mir viel bedeutet.	it meant a lot to me.
es konnte bereits zu spat sein.	it might be too late.
vielleicht ist es das wert.	it might be worth it.
es muss zerstort werden.	it must be destroyed.
es muss repariert werden.	it needs to be fixed.
lugen zahlen sich nie aus.	it never pays to lie.
es kommt nicht mehr darauf an.	it no longer matters.
es spielt keine rolle mehr.	it no longer matters.
es kostet nur 10,00 $!	it only costs $10.00!
es zahlt sich aus, hoflich zu sein.	it pays to be polite.
hoflichkeit zahlt sich aus.	it pays to be polite.
hier schneit es selten.	it rarely snows here.
das erfordert ubung.	it requires practice.
scheint interessant zu sein.	it seems interesting.
das klingt gut.	it sounds good to me.
es schmeckte mir gut.	it tasted good to me.
es dauerte eine halbe stunde.	it took half an hour.
das war ein großer fehler.	it was a big mistake.
es war ein fehlalarm.	it was a false alarm.
das war eine gute antwort.	it was a good answer.
es war ein langer brief.	it was a long letter.
es hat genau gepasst.	it was a perfect fit.
sie hat genau gepasst.	it was a perfect fit.
er hat genau gepasst.	it was a perfect fit.
sie haben genau gepasst.	it was a perfect fit.
das war eine bescheuerte idee.	it was a stupid idea.
das war eine dumme idee.	it was a stupid idea.
das war ein bloder witz.	it was a stupid joke.
es war alles kostlich!	it was all delicious!
es war ein fall von hoherer gewalt.	it was an act of god.
es war eine schreckliche woche.	it was an awful week.
anfangs war es schwer.	it was hard at first.
gestern war es warm.	it was hot yesterday.
es war heiß gestern.	it was hot yesterday.
es war irgendwie lustig.	it was kind of funny.
es war irgendwie sonderbar.	it was kind of weird.
das war mein erster kuss.	it was my first kiss.
es war zeit zu gehen.	it was time to leave.
das wurde zu teuer werden.	it was too expensive.
es war nicht toms idee.	it wasn't tom's idea.
er war kein einbruch.	it wasn't a burglary.
darum ging es nicht.	it wasn't about that.
es war nicht schwer zu machen.	it wasn't hard to do.
es war nicht absichtlich.	it wasn't on purpose.
es war nicht lustig.	it wasn't that funny.
es war nicht deine schuld.	it wasn't your fault.
es wird bald dunkel sein.	it will be dark soon.
bald wird es dunkel.	it will be dark soon.
heute nacht wird es regnen.	it will rain tonight.
das ist nur vorubergehend.	it won't be for long.
es dauert jetzt nicht mehr lange.	it won't be long now.
das wird nicht angenehm sein.	it won't be pleasant.
so schlimm wird es nicht sein.	it won't be that bad.
es funktionierte ohne probleme.	it worked flawlessly.
das ware ein spaß gewesen.	it would've been fun.
bald ist fruhling.	it'll be spring soon.
es ist bald fruhling.	it'll be spring soon.
das wird mich meine stelle kosten.	it'll cost me my job.
bald ist es fruhling.	it'll soon be spring.
das wird eine zeitlang dauern.	it'll take some time.
es ist ein schoner tag.	it's a beautiful day.
es ist eine schone arbeit.	it's a beautiful job.
es ist ein familiengeheimnis.	it's a family secret.
das ist eine gute frage.	it's a good question.
das ist eine schwierige frage.	it's a hard question.
es ist ein ungeheuer von einem sturm.	it's a monster storm.
das ist ein kinderspiel.	it's a piece of cake.
das ist eine erkrankung der kopfhaut.	it's a scalp disease.
es ist ein einfaches system.	it's a simple system.
es ist eine bescheuerte regel.	it's a stupid policy.
das ist eine undankbare arbeit.	it's a thankless job.
das ist zeitverschwendung.	it's a waste of time.
es ist etwa zwei meilen.	it's about two miles.
das ist die volle wahrheit.	it's absolutely true.
das sind fur mich bohmische dorfer.	it's all greek to me.
es ist alles im zimmer.	it's all in the room.
fur uns ist alles vorbei.	it's all over for us.
es ist alles ganz einfach.	it's all very simple.
es ist alles sehr einfach.	it's all very simple.
es ist fast mitternacht.	it's almost midnight.
das ist fast dasselbe.	it's almost the same.
das ist immer dasselbe.	it's always the same.
es ist ein leichter sieg.	it's an easy victory.
das ist ein extremfall.	it's an extreme case.
es war ein vergnugen.	it's been a pleasure.
das war vor drei tagen.	it's been three days.
das ist jetzt drei tage her.	it's been three days.
es ist besser, nicht zu fragen.	it's best not to ask.
es ist besser so.	it's better that way.
es ist großer als tom.	it's bigger than tom.
es ist kochend heiß hier drinnen.	it's boiling in here.
es ist doppelt so groß.	it's double the size.
es wird ernst.	it's getting serious.
es ist schon, dich zu sehen.	it's good seeing you.
es ist gut hier zu sein.	it's good to be here.
es ist gut zu hause zu sein.	it's good to be home.
es ist gut, das zu tun.	it's good to do that.
schon, dich zu sehen!	it's good to see you.
es ist schon, dich zu sehen!	it's good to see you.
das ist nichts neues.	it's happened before.
es ist schon vorher passiert.	it's happened before.
es ist kaum zu glauben.	it's hard to believe.
es ist kaum zu fassen!	it's hard to believe.
das ist schwer zu erklaren.	it's hard to explain.
das ist schwer vorstellbar.	it's hard to imagine.
das ist kaum ein geheimnis.	it's hardly a secret.
es ist hart, aber gerecht.	it's harsh, but fair.
es ist im keller.	it's in the basement.
er ist im keller.	it's in the basement.
sie ist im keller.	it's in the basement.
das ist einfach nicht genug.	it's just not enough.
es ist da druben.	it's just over there.
er ist da druben.	it's just over there.
sie ist da druben.	it's just over there.
das ist aus leder.	it's made of leather.
es ist jetzt viel besser.	it's much better now.
das ist meine cd, nicht wahr?	it's my cd, isn't it?
es ist laut nebenan.	it's noisy next door.
das ist nichts schlechtes.	it's not a bad thing.
es ist keine große sache.	it's not a big thing.
das ist keine gute idee.	it's not a good idea.
es passt jetzt nicht.	it's not a good time.
es geht nicht um geld.	it's not about money.
es ist nicht immer einfach.	it's not always easy.
das ist alles andere als leicht.	it's not at all easy.
es ist gar nicht leicht.	it's not at all easy.
das ist ganz und gar nicht leicht.	it's not at all easy.
es ist nicht kompliziert.	it's not complicated.
es ist nicht tief genug.	it's not deep enough.
es fallt mir nicht leicht.	it's not easy for me.
das ist nicht meine angelegenheit.	it's not my business.
das ist nicht meine entscheidung.	it's not my decision.
das steht nicht auf der speisekarte.	it's not on the menu.
das ist nicht vorhersehbar.	it's not predictable.
es ist gar nicht so schlecht hier.	it's not so bad here.
so einfach ist es nicht.	it's not that simple.
das ist unsere einzige chance.	it's our only chance.
es ist aus zwischen uns.	it's over between us.
das gehort zur arbeit dazu.	it's part of the job.
es ist vollkommen legal.	it's perfectly legal.
das ist vollkommen legal.	it's perfectly legal.
das ist wahrscheinlich normal.	it's probably normal.
draußen regnet es.	it's raining outside.
es regnet draußen.	it's raining outside.
das nervt echt.	it's really annoying.
das stort wirklich.	it's really annoying.
es ist wirklich aufregend.	it's really exciting.
es ist wirklich schrecklich.	it's really horrible.
es ist direkt uber dir.	it's right above you.
es ist gleich hier.	it's right over here.
es ist so kalt hier drin.	it's so cold in here.
es ist irgendwie seltsam.	it's sort of strange.
es hat schon angefangen.	it's started already.
es hat angefangen zu schneien.	it's started snowing.
es hat angefangen zu schneien.	it's started to snow.
es atmet noch.	it's still breathing.
es geschieht noch immer.	it's still happening.
draußen ist es noch hell.	it's still light out.
das ist immer noch neu fur mich.	it's still new to me.
es hat aufgehort zu schneien.	it's stopped snowing.
es dauert zu lange.	it's taking too long.
es ist furchtbar dringend.	it's terribly urgent.
es ist furchterlich dringend.	it's terribly urgent.
es ist zeit fur das abendessen.	it's time for dinner.
zeit zum abendessen.	it's time for dinner.
es ist zeit nach hause zu gehen.	it's time to go home.
es ist an der zeit, aufzuwachen.	it's time to wake up.
das ist zu kalt fur mich.	it's too cold for me.
es ist zu kompliziert.	it's too complicated.
das ist zu fuß zu weit.	it's too far to walk.
es ist ohnehin zu spat.	it's too late anyway.
es ist unter dem tisch.	it's under the table.
es ist heute sehr kalt.	it's very cold today.
es ist sehr befriedigend.	it's very satisfying.
es ist sehr zufriedenstellend.	it's very satisfying.
es stellt mich sehr zufrieden.	it's very satisfying.
es macht mich sehr zufrieden.	it's very satisfying.
es ist sehr uberraschend.	it's very surprising.
es ist sehr warm heute.	it's very warm today.
das ist es, was ich tate.	it's what i would do.
es ist das, was tom wollte.	it's what tom wanted.
das ist das, was wir verdienen.	it's what we deserve.
es ist noch schlimmer.	it's worse than that.
es ist ein vermogen wert.	it's worth a fortune.
es ist das geld wert.	it's worth the money.
italien ist eine halbinsel.	italy is a peninsula.
kamm dich einfach.	just brush your hair.
schließe einfach mal die augen!	just close your eyes.
tu mir nur einen gefallen.	just do me one favor.
tue mir nur einen gefallen.	just do me one favor.
hol mir einfach die liste.	just get me the list.
besorg mir einfach diese liste.	just get me the list.
gib es einfach auf, tom.	just give it up, tom.
gehe in dein zimmer!	just go to your room.
lass tom einfach in ruhe!	just leave tom alone.
wirf die einfach weg.	just throw them away.
werft die einfach weg.	just throw them away.
werfen sie die einfach weg.	just throw them away.
lass die tur zu.	keep the door closed.
lass die tur abgeschlossen.	keep the door locked.
die kinder sollen im haus bleiben!	keep the kids inside.
behalte den mut.	keep up your courage.
behalten sie den mut.	keep up your courage.
behaltet den mut.	keep up your courage.
schweig still!	keep your mouth shut.
halte dein zimmer sauber.	keep your room clean.
haltet euer zimmer sauber.	keep your room clean.
halten sie ihr zimmer sauber.	keep your room clean.
sprich leise!	keep your voice down.
kinder werden so schnell groß.	kids grow up so fast.
kinder werden so schnell erwachsen!	kids grow up so fast.
lammer sind kleine schafe.	lambs are baby sheep.
lammchen sind kleine schafe.	lambs are baby sheep.
lass meine sachen in ruhe.	leave my stuff alone.
leih mir dein fahrrad!	lend me your bicycle.
lass die flasche los.	let go of the bottle.
ich werde mich wieder bei ihnen melden.	let me call you back.
lassen sie mich meine brieftasche holen!	let me get my wallet.
lass mich meine brieftasche holen!	let me get my wallet.
ich hole dir deine taschen!	let me get your bags.
lass mich eines sagen.	let me say one thing.
lass mich diese liste sehen.	let me see that list.
